budget_multiplier,cost_prediction,cost_target,frozen_threshold,group_id,model_seed,oracle_label,predicted_engage,safety_prediction,safety_target,scenario,score
0.712138295173645,0.22154228389263153,0.437577486038208,0.10520520806312561,task14v/seed887000/seed8/medium/episode3/step35/unit2,20,1,1,6.0020527839660645,12.11215591430664,medium,0.2431718111038208
0.7258147597312927,0.24330151081085205,0.23236429691314697,0.10520520806312561,task14v/seed887000/seed8/medium/episode4/step29/unit2,20,0,0,5.077780246734619,3.869137763977051,medium,0.05977034568786621
0.673951268196106,0.2284105271100998,0.39918461441993713,0.10520520806312561,task14v/seed887000/seed8/medium/episode27/step40/unit2,20,1,1,8.199788093566895,11.439723014831543,medium,0.5407289266586304
0.6611812114715576,0.2363588511943817,0.46937501430511475,0.10520520806312561,task14v/seed887000/seed8/medium/episode29/step35/unit2,20,1,1,11.220958709716797,14.015687942504883,medium,0.9240300059318542
0.6831724047660828,0.2409449815750122,0.16193875670433044,0.10520520806312561,task14v/seed887000/seed8/medium/episode6/step25/unit2,20,1,1,7.391316890716553,3.648610830307007,medium,0.39992284774780273
0.657941460609436,0.2225109189748764,0.3891553580760956,0.10520520806312561,task14v/seed887000/seed8/medium/episode14/step32/unit2,20,1,1,8.749292373657227,8.314931869506836,medium,0.6374025344848633
0.7833806872367859,0.2244207113981247,0.30113083124160767,0.10520520806312561,task14v/seed887000/seed8/medium/episode16/step30/unit2,20,1,0,5.046531677246094,14.483551025390625,medium,0.05838102102279663
0.6982213258743286,0.23323450982570648,0.06918056309223175,0.10520520806312561,task14v/seed887000/seed8/medium/episode0/step28/unit2,20,1,1,11.107966423034668,8.000272750854492,medium,0.8871479630470276
0.7376939654350281,0.22230608761310577,0.20679078996181488,0.10520520806312561,task14v/seed887000/seed8/medium/episode16/step34/unit2,20,1,1,7.2948222160339355,11.851624488830566,medium,0.38950294256210327
0.6700786352157593,0.20713284611701965,0.03278862684965134,0.10520520806312561,task14v/seed887000/seed8/medium/episode24/step34/unit2,20,0,1,8.506326675415039,1.9451078176498413,medium,0.6316794157028198
1.0580065250396729,0.3565877377986908,0.3653932213783264,0.10520520806312561,task14v/seed887000/seed8/medium/episode20/step0/unit0,20,0,0,-7.234565734863281,-9.267311096191406,medium,-2.213876724243164
0.6612938642501831,0.25484877824783325,0.5,0.10520520806312561,task14v/seed887000/seed8/medium/episode17/step49/unit2,20,0,1,10.124126434326172,0.0,medium,0.7405199408531189
0.6965038180351257,0.19585208594799042,0.55768883228302,0.10520520806312561,task14v/seed887000/seed8/time_pressure/episode3/step20/unit2,20,0,1,9.393608093261719,-0.35292598605155945,time_pressure,0.754643440246582
0.6029640436172485,0.22240830957889557,0.5591306090354919,0.10520520806312561,task14v/seed887000/seed8/time_pressure/episode12/step26/unit2,20,1,1,10.686790466308594,13.346685409545898,time_pressure,0.9299107789993286
0.7137761116027832,0.2353597730398178,0.5,0.10520520806312561,task14v/seed887000/seed8/time_pressure/episode10/step31/unit2,20,1,1,9.850159645080566,32.414188385009766,time_pressure,0.7068570852279663
0.7095213532447815,0.21250174939632416,0.5,0.10520520806312561,task14v/seed887000/seed8/time_pressure/episode20/step27/unit2,20,1,1,9.896990776062012,31.850826263427734,time_pressure,0.7712095379829407
0.6928845643997192,0.2507835924625397,0.5,0.10520520806312561,task14v/seed887000/seed8/time_pressure/episode18/step29/unit2,20,1,1,11.91919231414795,19.1903018951416,time_pressure,0.9552487134933472
0.6594138145446777,0.2369990050792694,0.5,0.10520520806312561,task14v/seed887000/seed8/time_pressure/episode11/step29/unit2,20,1,1,11.175529479980469,16.13947105407715,time_pressure,0.9181324243545532
0.6623345017433167,0.2149617224931717,0.5,0.10520520806312561,task14v/seed887000/seed8/time_pressure/episode7/step34/unit2,20,1,1,11.884361267089844,10.216526985168457,time_pressure,1.0569846630096436
0.7257559895515442,0.26281335949897766,0.3063768744468689,0.10520520806312561,task14v/seed887000/seed8/time_pressure/episode18/step25/unit2,20,1,1,9.753180503845215,6.624751567840576,time_pressure,0.6173102855682373
0.8330522179603577,0.26768723130226135,0.4179151654243469,0.10520520806312561,task14v/seed887000/seed8/time_pressure/episode27/step19/unit2,20,1,0,5.364943981170654,13.185062408447266,time_pressure,-0.06012660264968872
0.9311412572860718,0.3171078860759735,1.2061145305633545,0.10520520806312561,task14v/seed887000/seed8/time_pressure/episode5/step22/unit0,20,1,0,-0.18523286283016205,8.462196350097656,time_pressure,-1.0234776735305786
0.8548595905303955,0.2784293591976166,0.6303023099899292,0.10520520806312561,task14v/seed887000/seed8/time_pressure/episode5/step22/unit2,20,1,0,1.9564989805221558,13.215587615966797,time_pressure,-0.5523364543914795
0.9958183765411377,0.38965532183647156,0.2816036343574524,0.10520520806312561,task14v/seed887000/seed8/time_pressure/episode17/step0/unit1,20,0,0,-3.6720781326293945,-3.597261667251587,time_pressure,-1.7889652252197266
0.7105711102485657,0.24357804656028748,0.3009375035762787,0.10520520806312561,task14v/seed887000/seed8/time_pressure/episode15/step41/unit2,20,1,1,10.70883846282959,4.181519031524658,time_pressure,0.8008350729942322
0.9306207299232483,0.3250080645084381,0.6175785660743713,0.10520520806312561,task14v/seed887000/seed8/heterogeneity_pressure/episode10/step22/unit0,20,1,0,-0.8342660069465637,10.75050163269043,heterogeneity_pressure,-1.131850004196167
0.8452829718589783,0.30002766847610474,0.014602303504943848,0.10520520806312561,task14v/seed887000/seed8/heterogeneity_pressure/episode10/step22/unit2,20,0,0,2.098454713821411,-0.950750470161438,heterogeneity_pressure,-0.5867271423339844
0.6723896265029907,0.18474677205085754,0.238028421998024,0.10520520806312561,task14v/seed887000/seed8/heterogeneity_pressure/episode28/step38/unit2,20,1,1,8.110201835632324,12.029037475585938,heterogeneity_pressure,0.6297156810760498
